order_id,order_date,customer_name,email,country,sku,qty,unit_price,channel,total,email_valid
15820,2025-12-09,Liam Qureshi,liam.qureshi@shop.com,Pakistan,SKU-009,3.0,9.99,Website,29.97,True
6602,2025-12-09,Priya Tariq,priya.tariq@mail.com,Pakistan,SKU-006,5.0,15.7,Website,78.5,True
17068,2025-12-09,Anil Yadav,anil.yadav@shop.com,Pakistan,SKU-008,1.0,24.12,Website,24.12,True
8695,2025-12-09,Liam  Brown,liam.brown@eml.com,Pakistan,SKU-010,3.0,27.05,Website,81.15,True
16123,2025-12-09,Sonia Gupta,sonia.gupta@eml.com,Pakistan,SKU-007,,0.0,Website,,True
5332,2025-12-09,Liam Abbas,liam.abbas@marketplace.net,Pakistan,SKU-008,3.0,20.05,Website,60.15,True
12901,2025-12-09,Sonia Davis,sonia.davis@@eml.com,Pakistan,SKU-006,0.0,14.09,Marketplace,0.0,False
7761,2025-12-09,Meera Hassan,meera.hassan@example.com,Pakistan,SKU-006,5.0,15.87,Marketplace,79.35,True
4122,2025-12-09,Huda Gupta,huda.gupta@marketplace.net,Pakistan,SKU-008,1.0,23.66,Marketplace,23.66,True
12978,2025-12-09,Ali Iqbal,ali.iqbal@example.com,Pakistan,SKU-009,4.0,9.0,Website,36.0,True
24787,2025-12-09,Noor Akram,noor.akram@eml.com,Pakistan,SKU-009,2.0,10.36,Marketplace,20.72,True
2962,2025-12-09,Olivia Ali,olivia.ali@mail.com,Pakistan,SKU-005,,,Marketplace,,True
19600,2025-12-09,Meera Sharma,meera.sharma@shop.com,Pakistan,SKU-005,2.0,3.2,Website,6.4,True
14891,2025-12-09,Ahmed Noor,ahmed.noor@example.com,Pakistan,SKU-008,5.0,21.1,Marketplace,105.5,True
18318,2025-12-08,Ahmed Ali,ahmed.ali @ mail.com,Pakistan,SKU-008,1.0,24.08,Website,24.08,False
11923,2025-12-08,Hassan Abbas,hassan.abbas@eml.com,Pakistan,SKU-008,5.0,22.02,Marketplace,110.1,True
16403,2025-12-08,Noah Hassan,noah.hassan@marketplace.net,Pakistan,SKU-009,3.0,9.48,Marketplace,28.44,True
28125,2025-12-08,Priya Zafar,PRIYA.ZAFAR@EXAMPLE.COM,Pakistan,SKU-002,5.0,12.81,Website,64.05,True
17290,2025-12-08,Anil Akram,anil.akram@example.com,Pakistan,SKU-009,5.0,10.69,Website,53.45,True
29319,2025-12-08,Sara O'Brien,sara.obrien@marketplace.net,Pakistan,SKU-009,1.0,9.84,Website,9.84,True
26993,2025-12-08,Olivia Kumar,olivia.kumar@eml.com,Pakistan,SKU-009,2.0,9.31,Marketplace,18.62,True
13486,2025-12-08,Olivia Williams,olivia.williams@hotmail.com,Pakistan,SKU-010,5.0,27.86,Marketplace,139.3,True
29344,2025-12-08,Emily Davis,emily.davis@example.com,Pakistan,SKU-005,2.0,2.94,Marketplace,5.88,True
17061,2025-12-08,Ayesha Yadav,ayesha.yadav@mail.com,Pakistan,SKU-003,1.0,5.4,Marketplace,5.4,True
30685,2025-12-08,Rahul Siddiqui,rahul.siddiqui@hotmail.com,Pakistan,SKU-009,4.0,9.57,Marketplace,38.28,True
9379,2025-12-08,Zain Kumar,zain.kumar@shop.com,Pakistan,SKU-009,3.0,10.83,Marketplace,32.49,True
25002,2025-12-08,Amna Zafar,AMNA.ZAFAR@MAIL.COM,Pakistan,SKU-007,2.0,0.0,Marketplace,0.0,True
30398,2025-12-08,Sophia Hassan,sophia.hassan@eml.com,Pakistan,SKU-006,4.0,14.56,Website,58.24,True
30661,2025-12-08,Usman Akram,usman.akram@example.com,Pakistan,SKU-005,4.0,3.48,Marketplace,13.92,True
21461,2025-12-08,Laiba Akram,laiba.akram@shop.com,Pakistan,SKU-006,5.0,16.44,Website,82.2,True
11846,2025-12-08,Noor Khan,noor.khan@marketplace.net,Pakistan,SKU-008,2.0,19.96,Marketplace,39.92,True
21789,2025-12-08,Usman Davis,usman.davis@example.com,Pakistan,SKU-003,4.0,5.0,Website,20.0,True
18305,2025-12-08,Anil Ali,anil.ali@hotmail.com,Pakistan,SKU-004,1.0,6.92,Website,6.92,True
18159,2025-12-08,Arjun Sharma,arjun.sharma@marketplace.net,Pakistan,SKU-008,1.0,22.44,Marketplace,22.44,True
4616,2025-12-08,Michael Williams,michael.williams@mail.com,Pakistan,SKU-002,4.0,,Marketplace,,True
7442,2025-12-08,Huda Brown,huda.brown@shop.com,Pakistan,SKU-010,5.0,30.46,Marketplace,152.3,True
30186,2025-12-08,Nida Patel,nida.patel@example.com,Pakistan,SKU-009,5.0,10.61,Website,53.05,True
4448,2025-12-08,Meera Khan,meera.khan@mail.com,Pakistan,SKU-010,3.0,27.89,Marketplace,83.67,True
30187,2025-12-08,Meera Singh,meera.singh@eml.com,Pakistan,SKU-002,1.0,11.88,Marketplace,11.88,True
12481,2025-12-08,Sara  Ahmad,sara.ahmad @ eml.com,Pakistan,SKU-002,3.0,12.2,Marketplace,36.6,False
24780,2025-12-08,Michael Hassan,michael.hassan@marketplace.net,Pakistan,SKU-010,1.0,28.48,Marketplace,28.48,True
4005,2025-12-08,Michael Ali,michael.ali @ shop.com,Pakistan,SKU-006,4.0,14.92,Marketplace,59.68,False
4003,2025-12-08,Sara Williams,sara.williams@example.com,Pakistan,SKU-001,5.0,19.54,Marketplace,97.7,True
31010,2025-12-08,Jane Miller,jane.miller@marketplace.net,Pakistan,SKU-007,1.0,0.0,Marketplace,0.0,True
11218,2025-12-08,Noor Brown,noor.brown@example.com,Pakistan,SKU-002,3.0,12.33,Website,36.99,True
24788,2025-12-08,Jane Chen,jane.chen@marketplace.net,Pakistan,SKU-004,3.0,7.97,Marketplace,23.91,True
10649,2025-12-08,Sophia Smith,sophia.smith@hotmail.com,Pakistan,SKU-003,4.0,4.72,Marketplace,18.88,True
17232,2025-12-08,Noor Brown,NOOR.BROWN@MARKETPLACE.NET,Pakistan,SKU-003,1.0,4.54,Marketplace,4.54,True
28333,2025-12-08,John Iqbal,john.iqbal@eml.com,Pakistan,SKU-002,5.0,12.3,Website,61.5,True
8164,2025-12-08,Huda Gupta,huda.gupta@eml.com,Pakistan,SKU-004,3.0,7.51,Website,22.53,True
4410,2025-12-08,Bilal Ahmad,bilal.ahmad@mail.com,Pakistan,SKU-009,1.0,9.79,Marketplace,9.79,True
29798,2025-12-08,Ali Khan,ali.khan@shop.com,Pakistan,SKU-003,1.0,4.68,Marketplace,4.68,True
20620,2025-12-08,Priya Khan,priya.khan@marketplace.net,Pakistan,SKU-008,4.0,21.67,Marketplace,86.68,True
14562,2025-12-08,John Davis,john.davis@hotmail.com,Pakistan,SKU-009,5.0,,Marketplace,,True
29182,2025-12-08,Usman Raza,usman.raza@marketplace.net,Pakistan,SKU-009,3.0,9.28,Marketplace,27.84,True
12249,2025-12-08,Ahmed Patel,ahmed.patel @ eml.com,Pakistan,SKU-006,4.0,13.75,Marketplace,55.0,False
7738,2025-12-08,Ava Patel,ava.patel @ mail.com,Pakistan,SKU-006,5.0,16.18,Marketplace,80.9,False
7860,2025-12-08,Ayesha Patel,ayesha.patel@mail.com,Pakistan,SKU-002,2.0,12.38,Marketplace,24.76,True
6408,2025-12-08,Meera Hassan,meera.hassan@shop.com,Pakistan,SKU-001,1.0,20.26,Website,20.26,True
11299,2025-12-08,Sara Hassan,sara.hassan@marketplace.net,Pakistan,SKU-005,1.0,3.47,Website,3.47,True
3150,2025-12-08,Laiba Gupta,laiba.gupta@eml.com,Pakistan,SKU-010,5.0,29.26,Marketplace,146.3,True
30314,2025-12-07,Amna Abbas,amna.abbas@mail.com,Pakistan,SKU-006,4.0,13.56,Website,54.24,True
12046,2025-12-07,Amna Brown,amna.brown@hotmail.com,Pakistan,SKU-007,3.0,0.0,Marketplace,0.0,True
7997,2025-12-07,Ali Miller,ali.miller@mail.com,Pakistan,SKU-003,2.0,5.42,Marketplace,10.84,True
24526,2025-12-07,Omar Hassan,omar.hassan@marketplace.net,Pakistan,SKU-005,4.0,3.16,Marketplace,12.64,True
13350,2025-12-07,Ava Ali,ava.ali@mail.com,Pakistan,SKU-005,1.0,3.41,Website,3.41,True
18896,2025-12-07,Jane Hassan,jane.hassan@example.com,Pakistan,SKU-004,5.0,7.86,Website,39.3,True
1482,2025-12-07,Meera Qureshi,meera.qureshi@hotmail.com,Pakistan,SKU-006,4.0,16.2,Website,64.8,True
26660,2025-12-07,John Noor,john.noor@mail.com,Pakistan,SKU-003,,5.24,Website,,True
1652,2025-12-07,Sonia  Davis,sonia.davis@marketplace.net,Pakistan,SKU-002,5.0,12.49,Website,62.45,True
13313,2025-12-07,Ali Ali,ALI.ALI@SHOP.COM,Pakistan,SKU-006,1.0,16.03,Website,16.03,True
17198,2025-12-07,Ava Chen,ava.chen@hotmail.com,Pakistan,SKU-006,4.0,15.42,Marketplace,61.68,True
2547,2025-12-07,Anil Singh,anil.singh@@mail.com,Pakistan,SKU-008,1.0,21.19,Website,21.19,False
18724,2025-12-07,Jane Doe,jane.doe@eml.com,Pakistan,SKU-007,4.0,0.0,Marketplace,0.0,True
4827,2025-12-07,Sara Doe,sara.doe@mail.com,Pakistan,SKU-006,1.0,16.34,Website,16.34,True
10041,2025-12-07,Hassan Patel,hassan.patel@hotmail.com,Pakistan,SKU-005,5.0,3.22,Website,16.1,True
26798,2025-12-07,Bilal Zafar,bilal.zafar@shop.com,Pakistan,SKU-007,2.0,0.0,Marketplace,0.0,True
17433,2025-12-07,Meera Akram,meera.akram@example.com,Pakistan,SKU-004,5.0,7.99,Website,39.95,True
26910,2025-12-07,Liam Johnson,liam.johnson@shop.com,Pakistan,SKU-002,4.0,13.28,Website,53.12,True
3239,2025-12-07,Faizan Qureshi,faizan.qureshi@hotmail.com,Pakistan,SKU-006,4.0,14.97,Marketplace,59.88,True
10929,2025-12-07,Amna  O'Brien,amna.obrien@eml.com,Pakistan,SKU-004,3.0,8.23,Website,24.69,True
8645,2025-12-07,Sophia Qureshi,sophia.qureshi@hotmail.com,Pakistan,SKU-008,3.0,21.49,Marketplace,64.47,True
24033,2025-12-07,Meera Kumar,meera.kumar@example.com,Pakistan,SKU-007,4.0,0.0,Marketplace,0.0,True
4569,2025-12-07,Sonia Doe,sonia.doe@hotmail.com,Pakistan,SKU-006,1.0,14.98,Website,14.98,True
4373,2025-12-07,Ayesha Singh,AYESHA.SINGH@EXAMPLE.COM,Pakistan,SKU-004,4.0,7.74,Marketplace,30.96,True
22279,2025-12-07,Ahmed Johnson,ahmed.johnson @ mail.com,Pakistan,SKU-006,5.0,15.89,Website,79.45,False
6415,2025-12-07,John Miller,john.miller@hotmail.com,Pakistan,SKU-010,5.0,32.33,Marketplace,161.65,True
21880,2025-12-07,Faizan Qureshi,faizan.qureshi@mail.com,Pakistan,SKU-002,4.0,11.69,Marketplace,46.76,True
10859,2025-12-07,Sonia Davis,sonia.davis@@marketplace.net,Pakistan,SKU-004,4.0,8.16,Marketplace,32.64,False
2003,2025-12-07,Noor Chen,noor@example,Pakistan,SKU-003,4.0,,Marketplace,,False
7694,2025-12-07,Noah Ahmad,noah.ahmad @ mail.com,Pakistan,SKU-009,1.0,10.42,Website,10.42,False
14586,2025-12-07,Zain Chen,zain.chen@mail.com,Pakistan,SKU-001,4.0,18.33,Marketplace,73.32,True
17956,2025-12-07,Meera Johnson,meera.johnson@shop.com,Pakistan,SKU-002,2.0,11.4,Marketplace,22.8,True
24675,2025-12-07,Zain Davis,zain.davis@shop.com,Pakistan,SKU-003,3.0,4.63,Marketplace,13.89,True
24633,2025-12-07,Arjun Ahmad,arjun.ahmad@shop.com,Pakistan,SKU-004,5.0,7.57,Marketplace,37.85,True
23605,2025-12-07,Noor Ali,noor.ali@example.com,Pakistan,SKU-008,4.0,20.68,Marketplace,82.72,True
7272,2025-12-07,Omar O'Brien,omar.obrien@shop.com,Pakistan,SKU-007,2.0,0.0,Website,0.0,True
15048,2025-12-07,Priya Yadav,priya.yadav@marketplace.net,Pakistan,SKU-001,2.0,20.88,Marketplace,41.76,True
15118,2025-12-07,Noah Johnson,noah.johnson@shop.com,Pakistan,SKU-001,1.0,21.63,Marketplace,21.63,True
22734,2025-12-07,Anil Iqbal,anil.iqbal@shop.com,Pakistan,SKU-008,2.0,23.29,Website,46.58,True
5952,2025-12-07,Bilal Chen,bilal.chen@mail.com,Pakistan,SKU-007,1.0,0.0,Marketplace,0.0,True
18481,2025-12-07,Michael Noor,michael.noor@mail.com,Pakistan,SKU-010,3.0,28.9,Website,86.7,True
10505,2025-12-07,Sophia Akram,sophia.akram@mail.com,Pakistan,SKU-007,1.0,,Website,,True
24589,2025-12-07,Meera Iqbal,meera.iqbal@eml.com,Pakistan,SKU-001,2.0,18.34,Website,36.68,True
20988,2025-12-07,Huda Singh,huda.singh@marketplace.net,Pakistan,SKU-007,2.0,0.0,Marketplace,0.0,True
22719,2025-12-07,Meera Iqbal,meera.iqbal @ marketplace.net,Pakistan,SKU-003,5.0,4.85,Website,24.25,False
14508,2025-12-07,Rahul  Sharma,rahul.sharma@shop.com,Pakistan,SKU-002,5.0,11.59,Marketplace,57.95,True
23579,2025-12-07,Michael  Ali,michael.ali@shop.com,Pakistan,SKU-007,4.0,0.0,Marketplace,0.0,True
22705,2025-12-07,Faizan Brown,faizan.brown@marketplace.net,Pakistan,SKU-003,5.0,5.39,Marketplace,26.95,True
25986,2025-12-07,Sophia Siddiqui,sophia.siddiqui@example.com,Pakistan,SKU-004,3.0,6.81,Marketplace,20.43,True
1899,2025-12-07,Bilal  Doe,bilal.doe @ hotmail.com,Pakistan,SKU-001,3.0,21.93,Website,65.79,False
12970,2025-12-06,Hassan O'Brien,hassan.obrien@hotmail.com,Pakistan,SKU-001,4.0,,Website,,True
7252,2025-12-06,Olivia Ali,olivia.ali@marketplace.net,Pakistan,SKU-007,4.0,0.0,Marketplace,0.0,True
5974,2025-12-06,Arjun Patel,arjun.patel@marketplace.net,Pakistan,SKU-007,4.0,,Marketplace,,True
14956,2025-12-06,Sonia Raza,sonia.raza@eml.com,Pakistan,SKU-003,2.0,5.41,Website,10.82,True
15612,2025-12-06,Olivia Chen,olivia.chen@mail.com,Pakistan,SKU-010,4.0,31.78,Website,127.12,True
1651,2025-12-06,Ali Ahmad,ali.ahmad@marketplace.net,Pakistan,SKU-003,4.0,4.51,Website,18.04,True
28779,2025-12-06,Ayesha Siddiqui,ayesha.siddiqui@marketplace.net,Pakistan,SKU-005,3.0,3.54,Marketplace,10.62,True
8805,2025-12-06,Nida Patel,nida.patel@marketplace.net,Pakistan,SKU-003,4.0,5.24,Website,20.96,True
6864,2025-12-06,Ava Iqbal,ava.iqbal@example.com,Pakistan,SKU-002,1.0,12.68,Website,12.68,True
9683,2025-12-06,Zain Brown,zain.brown@hotmail.com,Pakistan,SKU-003,2.0,4.89,Website,9.78,True
30006,2025-12-06,Usman Singh,usman.singh@@hotmail.com,Pakistan,SKU-004,1.0,7.62,Marketplace,7.62,False
3979,2025-12-06,Ayesha Patel,ayesha.patel@marketplace.net,Pakistan,SKU-003,2.0,4.89,Marketplace,9.78,True
23141,2025-12-06,Michael Brown,michael.brown@eml.com,Pakistan,SKU-003,2.0,,Marketplace,,True
14509,2025-12-06,Noah Johnson,noah.johnson@eml.com,Pakistan,SKU-002,3.0,13.56,Marketplace,40.68,True
22221,2025-12-06,Anil Abbas,anil.abbas@shop.com,Pakistan,SKU-006,4.0,14.62,Website,58.48,True
9076,2025-12-06,Nida Miller,nida.miller@shop.com,Pakistan,SKU-004,2.0,7.04,Website,14.08,True
18465,2025-12-06,Anil Abbas,anil.abbas@mail.com,Pakistan,SKU-002,2.0,13.49,Marketplace,26.98,True
29456,2025-12-06,Rahul Gupta,rahul.gupta@example.com,Pakistan,SKU-004,3.0,7.59,Website,22.77,True
21092,2025-12-06,Bilal Qureshi,bilal.qureshi@mail.com,Pakistan,SKU-003,5.0,4.71,Marketplace,23.55,True
21846,2025-12-06,Liam Singh,liam.singh@eml.com,Pakistan,SKU-006,5.0,16.31,Marketplace,81.55,True
29663,2025-12-06,Noor Ali,noor@example,Pakistan,SKU-009,2.0,,Website,,False
22663,2025-12-06,Noor Sharma,noor.sharma@mail.com,Pakistan,SKU-006,1.0,14.3,Website,14.3,True
13861,2025-12-06,Hassan Ahmad,hassan.ahmad@hotmail.com,Pakistan,SKU-010,3.0,27.15,Website,81.45,True
21089,2025-12-06,Noor Singh,noor.singh@marketplace.net,Pakistan,SKU-004,5.0,7.32,Marketplace,36.6,True
13951,2025-12-06,Huda Williams,huda.williams@mail.com,Pakistan,SKU-001,2.0,20.81,Website,41.62,True
22367,2025-12-06,Huda Kumar,huda.kumar@hotmail.com,Pakistan,SKU-007,4.0,,Marketplace,,True
22326,2025-12-06,Omar Williams,omar.williams@@example.com,Pakistan,SKU-001,3.0,21.73,Website,65.19,False
7403,2025-12-06,John Iqbal,john.iqbal@marketplace.net,Pakistan,SKU-008,5.0,22.88,Website,114.4,True
8429,2025-12-06,Amna Ali,amna.ali@example.com,Pakistan,SKU-004,1.0,,Marketplace,,True
13252,2025-12-06,Ava Ahmad,ava.ahmad@example.com,Pakistan,SKU-009,3.0,8.99,Website,26.97,True
29187,2025-12-06,Emily Yadav,emily.yadav@eml.com,Pakistan,SKU-004,3.0,7.2,Marketplace,21.6,True
29593,2025-12-06,Meera Brown,meera.brown@mail.com,Pakistan,SKU-009,5.0,10.95,Website,54.75,True
15363,2025-12-06,Omar Brown,omar.brown@hotmail.com,Pakistan,SKU-005,3.0,3.47,Website,10.41,True
29129,2025-12-06,Liam Sharma,liam.sharma@mail.com,Pakistan,SKU-009,2.0,9.63,Website,19.26,True
13087,2025-12-06,Nida Qureshi,nida.qureshi@eml.com,Pakistan,SKU-004,1.0,8.07,Website,8.07,True
25481,2025-12-06,Ali Hassan,ali.hassan@shop.com,Pakistan,SKU-006,4.0,16.36,Marketplace,65.44,True
5973,2025-12-06,Noah Johnson,noah.johnson@example.com,Pakistan,SKU-002,5.0,11.31,Website,56.55,True
15351,2025-12-06,Liam Khan,liam.khan@example.com,Pakistan,SKU-008,5.0,22.01,Website,110.05,True
5641,2025-12-06,Usman Ahmad,usman.ahmad@hotmail.com,Pakistan,SKU-005,4.0,3.19,Website,12.76,True
5758,2025-12-06,Michael Zafar,michael.zafar@example.com,Pakistan,SKU-009,5.0,9.04,Website,45.2,True
3342,2025-12-06,Sara Noor,sara.noor@mail.com,Pakistan,SKU-010,4.0,28.49,Website,113.96,True
30977,2025-12-06,Priya Akram,priya.akram@hotmail.com,Pakistan,SKU-009,2.0,,Marketplace,,True
19850,2025-12-06,Hassan Ahmad,hassan@example,Pakistan,SKU-009,1.0,10.05,Marketplace,10.05,False
12619,2025-12-06,Laiba Patel,laiba@example,Pakistan,SKU-009,4.0,10.96,Website,43.84,False
30838,2025-12-06,Meera Abbas,meera.abbas@shop.com,Pakistan,SKU-006,1.0,15.45,Marketplace,15.45,True
19508,2025-12-06,Noah Davis,noah.davis@hotmail.com,Pakistan,SKU-005,4.0,2.99,Marketplace,11.96,True
21666,2025-12-06,Sara Abbas,sara.abbas@example.com,Pakistan,SKU-004,5.0,7.41,Marketplace,37.05,True
6729,2025-12-06,Arjun Raza,arjun.raza@hotmail.com,Pakistan,SKU-001,4.0,19.1,Website,76.4,True
17253,2025-12-06,Sara Khan,sara.khan@hotmail.com,Pakistan,SKU-010,3.0,31.32,Marketplace,93.96,True
21243,2025-12-06,Liam Ahmad,liam.ahmad@hotmail.com,Pakistan,SKU-008,3.0,,Website,,True
12463,2025-12-06,Zain Siddiqui,zain.siddiqui@example.com,Pakistan,SKU-006,3.0,15.75,Website,47.25,True
7851,2025-12-06,Jane Tariq,jane.tariq@shop.com,Pakistan,SKU-001,3.0,18.48,Website,55.44,True
25747,2025-12-06,John Iqbal,john.iqbal@shop.com,Pakistan,SKU-007,2.0,0.0,Website,0.0,True
28265,2025-12-06,Meera Iqbal,meera.iqbal@hotmail.com,Pakistan,SKU-005,4.0,3.21,Website,12.84,True
25851,2025-12-06,Anil Gupta,anil.gupta@shop.com,Pakistan,SKU-003,4.0,5.08,Website,20.32,True
11740,2025-12-06,Noor O'Brien,noor.obrien@hotmail.com,Pakistan,SKU-010,3.0,32.13,Website,96.39,True
6270,2025-12-06,Sonia Brown,sonia.brown@marketplace.net,Pakistan,SKU-007,3.0,0.0,Marketplace,0.0,True
19332,2025-12-06,Zain Khan,zain@example,Pakistan,SKU-001,3.0,18.42,Website,55.26,False
20515,2025-12-06,Bilal Singh,bilal.singh@marketplace.net,Pakistan,SKU-010,1.0,28.48,Marketplace,28.48,True
3603,2025-12-06,Hassan Abbas,HASSAN.ABBAS@EML.COM,Pakistan,SKU-001,2.0,20.38,Marketplace,40.76,True
7011,2025-12-05,Laiba Iqbal,laiba.iqbal@eml.com,Pakistan,SKU-009,3.0,10.6,Website,31.8,True
21274,2025-12-05,Zain Smith,zain.smith@marketplace.net,Pakistan,SKU-004,3.0,7.48,Marketplace,22.44,True
28492,2025-12-05,Bilal Doe,bilal.doe@hotmail.com,Pakistan,SKU-008,1.0,20.65,Website,20.65,True
11904,2025-12-05,Sara Qureshi,sara.qureshi@shop.com,Pakistan,SKU-007,3.0,0.0,Marketplace,0.0,True
16775,2025-12-05,Ayesha Iqbal,ayesha.iqbal@example.com,Pakistan,SKU-008,1.0,21.78,Marketplace,21.78,True
11878,2025-12-05,Omar Yadav,omar.yadav@example.com,Pakistan,SKU-002,4.0,11.27,Website,45.08,True
13622,2025-12-05,Priya Singh,priya.singh@eml.com,Pakistan,SKU-009,1.0,9.71,Marketplace,9.71,True
29410,2025-12-05,Ava Noor,ava.noor@example.com,Pakistan,SKU-001,1.0,18.49,Website,18.49,True
15645,2025-12-05,Ahmed Siddiqui,ahmed.siddiqui@eml.com,Pakistan,SKU-008,3.0,21.03,Marketplace,63.09,True
29630,2025-12-05,Noor Chen,noor.chen@example.com,Pakistan,SKU-003,0.0,5.17,Marketplace,0.0,True
4656,2025-12-05,Amna Khan,amna.khan@hotmail.com,Pakistan,SKU-005,5.0,3.53,Marketplace,17.65,True
1781,2025-12-05,Ava Tariq,ava@example,Pakistan,SKU-006,2.0,16.01,Website,32.02,False
19395,2025-12-05,John Noor,john.noor@shop.com,Pakistan,SKU-005,1.0,3.15,Marketplace,3.15,True
4253,2025-12-05,Ali O'Brien,ali.obrien@shop.com,Pakistan,SKU-003,5.0,4.95,Marketplace,24.75,True
9456,2025-12-05,Ahmed Zafar,ahmed.zafar@eml.com,Pakistan,SKU-001,5.0,19.93,Marketplace,99.65,True
23571,2025-12-05,Sara  Gupta,sara.gupta@mail.com,Pakistan,SKU-005,1.0,3.46,Marketplace,3.46,True
9072,2025-12-05,Sophia Tariq,sophia.tariq@mail.com,Pakistan,SKU-010,5.0,31.24,Marketplace,156.2,True
24964,2025-12-05,Ahmed Johnson,ahmed.johnson@example.com,Pakistan,SKU-006,2.0,15.03,Website,30.06,True
17508,2025-12-05,Priya Gupta,priya.gupta@hotmail.com,Pakistan,SKU-010,4.0,29.73,Marketplace,118.92,True
10620,2025-12-05,Usman Patel,usman.patel@hotmail.com,Pakistan,SKU-006,5.0,,Marketplace,,True
16812,2025-12-05,Anil Abbas,anil.abbas@shop.com,Pakistan,SKU-006,1.0,15.61,Website,15.61,True
