order_id,email,country,sku,qty,unit_price,total
2120,sara.johnson@@example.com,USA,SKU-010,5.0,31.49,157.45
2129,olivia.raza@@hotmail.com,UAE,SKU-005,1.0,2.96,2.96
2132,ahmed.ali@@eml.com,USA,SKU-006,2.0,15.28,30.56
2141,noor.zafar @ mail.com,Pakistan,SKU-001,1.0,20.51,20.51
2144,zain@example,Pakistan,SKU-006,1.0,15.99,15.99
2153,priya.smith@@shop.com,India,SKU-007,1.0,0.0,0.0
2154,zain.gupta@@hotmail.com,Pakistan,SKU-008,2.0,20.23,40.46
2165,omar@example,India,SKU-005,4.0,3.15,12.6
2174,sonia.ali @ marketplace.net,Pakistan,SKU-003,2.0,4.54,9.08
2190,omar.hassan@@shop.com,USA,SKU-001,5.0,20.56,102.8
2192,ahmed.williams@@example.com,Pakistan,SKU-005,1.0,,
2198,john.sharma @ shop.com,Pakistan,SKU-005,5.0,2.99,14.95
2203,anil.iqbal@@hotmail.com,UAE,SKU-010,3.0,29.08,87.24
2237,laiba.iqbal@@marketplace.net,Pakistan,SKU-004,1.0,7.9,7.9
2259,faizan.qureshi@@shop.com,UAE,SKU-009,2.0,9.09,18.18
2260,zain.gupta @ shop.com,USA,SKU-002,5.0,12.36,61.8
2266,sophia@example,UAE,SKU-006,2.0,15.21,30.42
2271,ali@example,India,SKU-005,5.0,3.45,17.25
2279,sonia.doe@@mail.com,Pakistan,SKU-010,5.0,31.1,155.5
2291,faizan.davis@@hotmail.com,Pakistan,SKU-009,4.0,10.67,42.68
2294,ali.khan @ mail.com,India,SKU-009,2.0,9.69,19.38
2304,emily.ahmad@@mail.com,Pakistan,SKU-006,1.0,13.5,13.5
2314,arjun.singh @ marketplace.net,India,SKU-005,5.0,3.22,16.1
2343,michael@example,USA,SKU-001,1.0,19.33,19.33
2345,meera.yadav @ mail.com,Pakistan,SKU-009,5.0,,
2350,ayesha.smith @ hotmail.com,India,SKU-010,1.0,28.02,28.02
2352,liam.iqbal @ eml.com,USA,SKU-008,5.0,20.37,101.85
2363,meera.ahmad @ shop.com,USA,SKU-007,2.0,0.0,0.0
2371,meera.tariq@@mail.com,Pakistan,SKU-005,1.0,3.42,3.42
2386,olivia.patel@@example.com,USA,SKU-002,3.0,13.53,40.59
2421,sara@example,UAE,SKU-004,1.0,7.86,7.86
2425,huda.chen @ shop.com,UAE,SKU-004,4.0,7.45,29.8
2429,noor.siddiqui@@hotmail.com,USA,SKU-010,5.0,32.24,161.2
2443,sonia.davis @ example.com,UAE,SKU-005,5.0,3.52,17.6
2462,rahul.khan @ marketplace.net,USA,SKU-008,2.0,22.63,45.26
2466,ahmed@example,USA,SKU-009,5.0,8.99,44.95
2479,olivia@example,India,SKU-009,2.0,10.72,21.44
2504,noah.obrien@@mail.com,Pakistan,SKU-006,3.0,15.7,47.1
2507,sara.khan@@marketplace.net,Pakistan,SKU-006,1.0,15.69,15.69
2511,noah@example,UAE,SKU-007,,0.0,
2517,priya.ali@@eml.com,USA,SKU-003,5.0,4.56,22.8
2522,ava@example,USA,SKU-001,2.0,18.87,37.74
2541,michael.raza@@eml.com,Pakistan,SKU-004,1.0,7.13,7.13
2543,anil.ali @ marketplace.net,Pakistan,SKU-001,3.0,20.0,60.0
2547,anil.singh@@mail.com,Pakistan,SKU-008,1.0,21.19,21.19
2564,sara.smith @ eml.com,Pakistan,SKU-001,5.0,,
2573,amna.sharma @ shop.com,UAE,SKU-006,3.0,16.32,48.96
2614,noor.smith @ example.com,Pakistan,SKU-009,4.0,9.55,38.2
2627,ahmed.noor@@marketplace.net,India,SKU-001,3.0,20.23,60.69
2642,ava.akram @ marketplace.net,Pakistan,SKU-006,5.0,14.07,70.35
2646,jane.doe@@mail.com,USA,SKU-005,4.0,3.35,13.4
2654,anil.patel @ eml.com,Pakistan,SKU-006,1.0,13.92,13.92
2665,emily.patel @ eml.com,UAE,SKU-008,4.0,23.77,95.08
2681,bilal@example,UAE,SKU-003,1.0,5.04,5.04
2683,bilal.smith @ mail.com,USA,SKU-002,4.0,13.23,52.92
2686,jane@example,Pakistan,SKU-001,4.0,21.95,87.8
2692,zain@example,UAE,SKU-010,2.0,31.21,62.42
2698,ali.noor@@example.com,Pakistan,SKU-006,5.0,14.3,71.5
2712,sonia.hassan@@mail.com,Pakistan,SKU-009,2.0,10.8,21.6
2767,sophia.qureshi @ hotmail.com,UAE,SKU-008,4.0,22.97,91.88
2780,meera@example,India,SKU-001,4.0,19.73,78.92
2803,michael@example,USA,SKU-010,3.0,30.35,91.05
2832,anil.khan@@marketplace.net,India,SKU-001,5.0,18.14,90.7
2835,zain@example,Pakistan,SKU-003,2.0,5.32,10.64
2845,faizan@example,Pakistan,SKU-008,1.0,20.61,20.61
2852,olivia@example,Pakistan,SKU-007,,0.0,
2856,ayesha.ali@@example.com,India,SKU-010,3.0,28.76,86.28
2867,sonia.doe@@example.com,UAE,SKU-002,1.0,12.92,12.92
2876,ava.sharma @ eml.com,USA,SKU-001,3.0,21.81,65.43
2883,sonia.tariq@@example.com,Pakistan,SKU-002,1.0,11.54,11.54
2888,ali.khan @ example.com,USA,SKU-006,5.0,16.39,81.95
2904,olivia.khan@@hotmail.com,India,SKU-009,5.0,9.3,46.5
2913,john.miller @ hotmail.com,USA,SKU-001,2.0,19.0,38.0
2915,faizan@example,USA,SKU-009,2.0,10.01,20.02
2923,zain.iqbal@@marketplace.net,UAE,SKU-002,5.0,13.2,66.0
2924,priya@example,Pakistan,SKU-004,5.0,7.62,38.1
2928,priya.raza @ shop.com,UAE,SKU-004,1.0,8.16,8.16
2930,ahmed@example,Pakistan,SKU-009,4.0,10.02,40.08
2931,sophia@example,Pakistan,SKU-008,3.0,19.92,59.76
2932,laiba.singh @ example.com,USA,SKU-009,1.0,10.91,10.91
2941,bilal.abbas @ mail.com,USA,SKU-003,4.0,5.14,20.56
2946,rahul.raza @ marketplace.net,UAE,SKU-003,2.0,5.42,10.84
2985,bilal@example,USA,SKU-002,3.0,13.39,40.17
3025,omar@example,Pakistan,SKU-010,4.0,31.18,124.72
3031,usman@example,USA,SKU-004,1.0,8.15,8.15
3036,michael.yadav@@marketplace.net,USA,SKU-007,1.0,0.0,0.0
3039,nida.hassan@@hotmail.com,India,SKU-006,4.0,16.22,64.88
3045,arjun.chen@@marketplace.net,India,SKU-010,2.0,28.44,56.88
3053,noah.hassan@@mail.com,USA,SKU-001,1.0,19.1,19.1
3066,ahmed.qureshi@@eml.com,India,SKU-009,2.0,9.85,19.7
3067,olivia.noor @ example.com,USA,SKU-004,3.0,7.21,21.63
3068,ali.yadav@@eml.com,USA,SKU-009,1.0,10.59,10.59
3081,priya.ali @ eml.com,India,SKU-006,3.0,16.43,49.29
3083,rahul.raza@@marketplace.net,Pakistan,SKU-009,4.0,10.5,42.0
3089,priya.smith@@marketplace.net,UAE,SKU-006,5.0,15.37,76.85
3090,bilal.iqbal@@mail.com,India,SKU-003,3.0,5.35,16.05
3092,sara@example,UAE,SKU-007,2.0,0.0,0.0
3096,noor.zafar@@shop.com,UAE,SKU-005,3.0,3.31,9.93
3097,omar.akram@@shop.com,Pakistan,SKU-010,3.0,31.69,95.07
3109,noah.abbas@@hotmail.com,Pakistan,SKU-005,1.0,3.05,3.05
3118,rahul.khan @ hotmail.com,Pakistan,SKU-003,0.0,4.83,0.0
3121,sophia@example,Pakistan,SKU-003,1.0,5.03,5.03
3123,arjun.tariq@@example.com,USA,SKU-003,5.0,5.09,25.45
3131,jane.doe @ shop.com,Pakistan,SKU-004,4.0,6.8,27.2
3140,bilal.tariq @ hotmail.com,India,SKU-003,3.0,5.37,16.11
3152,usman.abbas @ example.com,India,SKU-002,5.0,12.29,61.45
3155,huda.raza@@shop.com,USA,SKU-008,3.0,20.81,62.43
3160,bilal.abbas@@shop.com,USA,SKU-004,3.0,7.79,23.37
3161,noah.chen @ example.com,Pakistan,SKU-001,5.0,21.6,108.0
3175,omar.ali@@eml.com,Pakistan,SKU-001,4.0,18.94,75.76
3180,ahmed@example,India,SKU-005,1.0,,
3182,olivia.smith@@marketplace.net,USA,SKU-005,1.0,3.08,3.08
3185,amna@example,India,SKU-008,3.0,,
3205,amna@example,USA,SKU-007,5.0,0.0,0.0
3219,huda.doe@@hotmail.com,India,SKU-001,2.0,18.1,36.2
3223,amna@example,India,SKU-008,2.0,21.52,43.04
3224,zain@example,Pakistan,SKU-009,3.0,10.82,32.46
3240,ayesha@example,Pakistan,SKU-003,,5.17,
3251,arjun.abbas @ example.com,Pakistan,SKU-007,2.0,0.0,0.0
3252,michael.patel@@shop.com,USA,SKU-008,5.0,23.13,115.65
3267,amna.raza @ shop.com,Pakistan,SKU-006,5.0,15.4,77.0
3279,john@example,Pakistan,SKU-002,4.0,12.46,49.84
3286,liam.singh@@eml.com,Pakistan,SKU-002,5.0,12.24,61.2
3325,anil@example,USA,SKU-001,2.0,18.34,36.68
3333,meera@example,USA,SKU-006,2.0,16.43,32.86
3345,sophia@example,UAE,SKU-003,1.0,4.72,4.72
3357,jane.miller@@mail.com,Pakistan,SKU-004,5.0,6.9,34.5
3367,liam.hassan@@shop.com,Pakistan,SKU-010,4.0,,
3383,ahmed@example,Pakistan,SKU-003,4.0,5.41,21.64
3385,sara@example,Pakistan,SKU-003,2.0,5.01,10.02
3392,rahul@example,Pakistan,SKU-007,3.0,0.0,0.0
3408,noah.noor @ eml.com,USA,SKU-009,1.0,9.58,9.58
3431,rahul@example,UAE,SKU-009,1.0,,
3445,liam@example,Pakistan,SKU-003,1.0,5.33,5.33
3453,laiba@example,India,SKU-005,4.0,3.24,12.96
3460,priya.davis@@eml.com,Pakistan,SKU-002,5.0,12.74,63.7
3461,rahul.abbas @ hotmail.com,USA,SKU-003,2.0,4.87,9.74
3464,sophia.sharma @ mail.com,India,SKU-007,4.0,0.0,0.0
3475,sonia.ahmad@@eml.com,USA,SKU-009,5.0,10.77,53.85
3478,noah@example,USA,SKU-002,1.0,12.05,12.05
3487,hassan@example,Pakistan,SKU-008,5.0,22.99,114.95
3491,amna@example,India,SKU-009,4.0,9.65,38.6
3496,faizan.singh @ shop.com,USA,SKU-006,4.0,14.94,59.76
3498,jane.khan@@example.com,Pakistan,SKU-002,4.0,13.09,52.36
3502,sonia@example,UAE,SKU-004,1.0,7.92,7.92
3506,faizan.chen @ marketplace.net,Pakistan,SKU-007,4.0,0.0,0.0
3507,priya@example,USA,SKU-010,5.0,31.69,158.45
3513,priya.tariq@@shop.com,Pakistan,SKU-009,1.0,10.01,10.01
3522,huda.obrien @ hotmail.com,Pakistan,SKU-006,0.0,14.75,0.0
3532,omar@example,India,SKU-004,4.0,7.86,31.44
3533,jane.davis@@example.com,Pakistan,SKU-002,1.0,,
3588,hassan@example,Pakistan,SKU-008,1.0,20.39,20.39
3596,meera.johnson@@eml.com,Pakistan,SKU-008,2.0,23.46,46.92
3604,ahmed.iqbal@@shop.com,USA,SKU-001,1.0,20.26,20.26
3629,hassan.doe@@eml.com,Pakistan,SKU-007,1.0,0.0,0.0
3657,amna.miller @ eml.com,Pakistan,SKU-006,5.0,16.12,80.6
3659,noor@example,Pakistan,SKU-003,4.0,4.87,19.48
3673,michael@example,UAE,SKU-008,0.0,22.06,0.0
3683,sonia.doe @ hotmail.com,India,SKU-003,1.0,5.29,5.29
3700,huda@example,USA,SKU-004,1.0,,
3727,huda@example,India,SKU-005,1.0,3.24,3.24
3733,hassan.gupta @ marketplace.net,Pakistan,SKU-003,5.0,5.13,25.65
3752,emily.singh@@mail.com,Pakistan,SKU-005,4.0,3.5,14.0
3781,rahul.tariq @ shop.com,Pakistan,SKU-008,4.0,24.19,96.76
3807,liam.khan@@mail.com,USA,SKU-009,4.0,10.62,42.48
3813,john.ahmad@@mail.com,USA,SKU-002,1.0,,
3819,ayesha.patel@@eml.com,Pakistan,SKU-004,2.0,6.79,13.58
3827,rahul.gupta @ example.com,UAE,SKU-001,3.0,20.84,62.52
3844,jane.doe@@eml.com,USA,SKU-009,5.0,9.02,45.1
3856,noah@example,Pakistan,SKU-008,2.0,,
3858,ahmed@example,USA,SKU-003,3.0,,
3884,sonia.ali @ marketplace.net,Pakistan,SKU-007,3.0,0.0,0.0
3905,ahmed.patel @ example.com,Pakistan,SKU-002,4.0,11.69,46.76
3906,ayesha.chen@@shop.com,Pakistan,SKU-008,3.0,21.33,63.99
3908,faizan.brown@@hotmail.com,India,SKU-010,1.0,,
3911,liam@example,USA,SKU-003,2.0,5.2,10.4
3912,faizan.iqbal@@example.com,USA,SKU-009,2.0,9.49,18.98
3914,emily@example,UAE,SKU-009,4.0,10.89,43.56
3917,sara@example,UAE,SKU-010,1.0,29.1,29.1
3920,emily.yadav@@shop.com,UAE,SKU-001,4.0,19.35,77.4
3923,ali.smith@@hotmail.com,Pakistan,SKU-009,1.0,9.22,9.22
3925,noah@example,Pakistan,SKU-010,4.0,31.29,125.16
3934,ahmed.tariq@@marketplace.net,India,SKU-002,3.0,13.01,39.03
3944,rahul@example,India,SKU-005,3.0,3.09,9.27
3966,john.davis@@eml.com,USA,SKU-006,2.0,16.47,32.94
3970,amna.khan@@hotmail.com,India,SKU-010,4.0,31.88,127.52
3977,nida.chen @ example.com,Pakistan,SKU-009,2.0,9.49,18.98
3997,priya.gupta @ eml.com,Pakistan,SKU-008,3.0,20.33,60.99
4001,arjun@example,USA,SKU-001,5.0,19.61,98.05
4004,sara.noor @ example.com,UAE,SKU-001,2.0,,
4005,michael.ali @ shop.com,Pakistan,SKU-006,4.0,14.92,59.68
4008,sara.davis @ example.com,USA,SKU-004,1.0,7.28,7.28
4017,sophia.khan @ hotmail.com,UAE,SKU-010,4.0,29.48,117.92
4019,faizan.zafar @ hotmail.com,Pakistan,SKU-005,2.0,,
4024,liam.akram@@marketplace.net,Pakistan,SKU-003,3.0,5.33,15.99
4031,john.khan @ marketplace.net,Pakistan,SKU-006,3.0,13.76,41.28
4035,ali.tariq @ mail.com,Pakistan,SKU-006,4.0,14.52,58.08
4063,emily.williams@@marketplace.net,Pakistan,SKU-003,4.0,4.96,19.84
4064,amna.hassan@@mail.com,Pakistan,SKU-002,2.0,12.85,25.7
4070,amna.siddiqui @ example.com,India,SKU-001,2.0,21.48,42.96
4111,sara.johnson @ example.com,India,SKU-009,2.0,10.9,21.8
4118,sophia.smith@@eml.com,India,SKU-004,3.0,8.09,24.27
4129,ayesha@example,USA,SKU-001,1.0,21.03,21.03
4137,anil@example,UAE,SKU-008,4.0,21.11,84.44
4159,usman.smith @ eml.com,UAE,SKU-003,5.0,4.81,24.05
4167,anil@example,USA,SKU-002,2.0,,
4181,ayesha.noor @ shop.com,India,SKU-005,5.0,3.25,16.25
4193,noah.siddiqui @ shop.com,Pakistan,SKU-007,1.0,0.0,0.0
4198,ayesha.ahmad@@marketplace.net,UAE,SKU-004,3.0,8.21,24.63
4219,hassan.kumar @ hotmail.com,Pakistan,SKU-004,4.0,7.62,30.48
4221,ayesha.johnson @ hotmail.com,USA,SKU-003,1.0,4.76,4.76
4228,hassan.zafar @ eml.com,Pakistan,SKU-004,,,
4230,arjun@example,UAE,SKU-006,5.0,15.47,77.35
4237,arjun.raza @ hotmail.com,Pakistan,SKU-002,4.0,12.64,50.56
4242,ayesha.sharma @ hotmail.com,UAE,SKU-005,3.0,3.5,10.5
4243,sara.abbas@@example.com,USA,SKU-008,3.0,21.92,65.76
4258,meera@example,USA,SKU-001,1.0,18.64,18.64
4278,rahul.chen@@example.com,USA,SKU-006,5.0,16.24,81.2
4284,noor.khan@@shop.com,Pakistan,SKU-004,1.0,8.19,8.19
4319,liam@example,Pakistan,SKU-007,3.0,0.0,0.0
4369,liam@example,Pakistan,SKU-010,1.0,30.17,30.17
4371,hassan.tariq @ shop.com,UAE,SKU-004,2.0,,
4386,hassan.davis @ eml.com,India,SKU-008,1.0,22.45,22.45
4420,sophia@example,USA,SKU-008,1.0,19.86,19.86
4433,john.siddiqui @ eml.com,India,SKU-004,2.0,6.88,13.76
4442,arjun@example,Pakistan,SKU-007,4.0,0.0,0.0
4443,liam.yadav@@marketplace.net,Pakistan,SKU-009,2.0,9.55,19.1
4494,john.iqbal@@eml.com,UAE,SKU-008,5.0,20.41,102.05
4503,bilal.raza @ eml.com,UAE,SKU-001,4.0,,
4506,hassan@example,USA,SKU-003,5.0,5.35,26.75
4508,emily.brown @ mail.com,UAE,SKU-010,1.0,31.76,31.76
4510,olivia@example,Pakistan,SKU-008,2.0,23.79,47.58
4523,ayesha.raza @ hotmail.com,Pakistan,SKU-004,2.0,7.95,15.9
4531,laiba.patel@@eml.com,Pakistan,SKU-003,4.0,5.12,20.48
4544,michael.johnson@@example.com,USA,SKU-007,1.0,0.0,0.0
4547,bilal.yadav @ example.com,UAE,SKU-001,4.0,21.52,86.08
4549,ali.chen@@hotmail.com,UAE,SKU-004,1.0,7.2,7.2
4581,liam.doe@@mail.com,Pakistan,SKU-005,4.0,2.99,11.96
4596,noor.akram @ hotmail.com,Pakistan,SKU-010,4.0,28.6,114.4
4614,meera.siddiqui@@eml.com,USA,SKU-004,5.0,7.05,35.25
4621,usman.smith @ mail.com,Pakistan,SKU-003,5.0,4.79,23.95
4634,bilal@example,UAE,SKU-005,0.0,3.22,0.0
4640,arjun.johnson@@mail.com,Pakistan,SKU-002,3.0,13.1,39.3
4642,john@example,USA,SKU-001,1.0,18.27,18.27
4663,priya.noor @ hotmail.com,Pakistan,SKU-003,5.0,,
4667,noah.raza@@eml.com,USA,SKU-003,3.0,5.34,16.02
4670,jane.iqbal@@marketplace.net,Pakistan,SKU-005,1.0,3.41,3.41
4671,omar.zafar @ marketplace.net,India,SKU-002,4.0,12.6,50.4
4672,amna@example,USA,SKU-003,,5.15,
4673,sonia.patel @ shop.com,Pakistan,SKU-006,4.0,14.06,56.24
4675,faizan.siddiqui@@shop.com,India,SKU-003,5.0,5.43,27.15
4698,john.iqbal @ eml.com,USA,SKU-008,4.0,,
4722,sonia.williams @ example.com,Pakistan,SKU-006,1.0,16.18,16.18
4729,rahul@example,Pakistan,SKU-002,5.0,13.51,67.55
4734,usman@example,Pakistan,SKU-006,5.0,,
4749,ali.smith @ marketplace.net,Pakistan,SKU-009,,9.98,
4751,hassan.brown@@eml.com,Pakistan,SKU-007,5.0,0.0,0.0
4771,jane.hassan @ eml.com,Pakistan,SKU-007,1.0,,
4772,anil@example,USA,SKU-009,3.0,10.16,30.48
4778,usman.obrien @ eml.com,Pakistan,SKU-005,4.0,3.15,12.6
4780,huda@example,India,SKU-008,5.0,19.81,99.05
4783,huda.patel@@shop.com,USA,SKU-006,1.0,,
4788,arjun@example,UAE,SKU-007,2.0,0.0,0.0
4799,michael@example,USA,SKU-002,5.0,11.59,57.95
4821,ayesha.khan @ example.com,India,SKU-002,4.0,,
4829,sara@example,Pakistan,SKU-003,,,
4836,nida@example,USA,SKU-003,3.0,5.2,15.6
4856,ayesha.noor @ eml.com,Pakistan,SKU-007,1.0,,
4863,omar.tariq@@marketplace.net,USA,SKU-003,4.0,4.78,19.12
4868,ahmed.gupta @ shop.com,UAE,SKU-004,3.0,7.77,23.31
4869,meera.chen@@hotmail.com,USA,SKU-004,5.0,7.93,39.65
4881,zain.williams@@marketplace.net,Pakistan,SKU-006,1.0,15.27,15.27
4886,noah.smith @ shop.com,India,SKU-004,3.0,6.78,20.34
4892,meera.ali @ marketplace.net,Pakistan,SKU-007,1.0,0.0,0.0
4906,meera.tariq@@hotmail.com,Pakistan,SKU-007,1.0,0.0,0.0
4957,emily.ali@@example.com,Pakistan,SKU-006,4.0,13.66,54.64
4963,huda.zafar @ shop.com,USA,SKU-005,5.0,3.26,16.3
4983,faizan.akram @ example.com,Pakistan,SKU-009,4.0,9.76,39.04
4988,huda.williams @ hotmail.com,Pakistan,SKU-001,2.0,19.57,39.14
4991,john@example,Pakistan,SKU-002,2.0,12.61,25.22
4992,bilal@example,Pakistan,SKU-001,5.0,19.75,98.75
5008,noor@example,Pakistan,SKU-006,3.0,13.99,41.97
5059,emily.hassan@@shop.com,UAE,SKU-005,2.0,3.4,6.8
5076,usman.miller @ marketplace.net,UAE,SKU-001,,,
5078,noah.sharma@@shop.com,USA,SKU-007,4.0,0.0,0.0
5079,olivia.davis @ shop.com,USA,SKU-009,4.0,10.02,40.08
5080,huda.khan @ hotmail.com,Pakistan,SKU-006,5.0,13.76,68.8
5081,laiba@example,Pakistan,SKU-006,5.0,14.09,70.45
5086,ahmed.miller @ marketplace.net,USA,SKU-007,2.0,0.0,0.0
5087,omar@example,USA,SKU-010,1.0,28.28,28.28
5090,meera.miller@@shop.com,UAE,SKU-004,4.0,7.53,30.12
5109,liam.zafar @ marketplace.net,India,SKU-002,2.0,13.52,27.04
5120,priya.chen@@example.com,Pakistan,SKU-001,5.0,,
5128,emily.ali@@example.com,Pakistan,SKU-004,5.0,8.0,40.0
5129,bilal.siddiqui@@eml.com,USA,SKU-007,5.0,0.0,0.0
5139,hassan.noor @ hotmail.com,Pakistan,SKU-006,2.0,16.41,32.82
5141,bilal.doe@@marketplace.net,Pakistan,SKU-006,2.0,,
5142,ahmed@example,India,SKU-008,5.0,23.68,118.4
5149,john.gupta@@hotmail.com,Pakistan,SKU-006,2.0,14.43,28.86
