order_id,order_date,customer_name,email,country,sku,qty,unit_price,channel
1125,04-01-2025,Anil Iqbal,anil.iqbal@shop.com,pakistan,SKU-007,4,0,Marketplace
1126,05-31-2025,Amna Sharma,amna.sharma@marketplace.net,India,SKU-008,2,$22.70,Marketplace
1127,2025/04/28,John Smith,john.smith@example.com,UAE,SKU-010,4,$29.96,Website
1128,2025/08/08,Huda Khan,huda.khan@example.com,pak,SKU-009,5,9.62,Marketplace
1129,13/06/2025,Noah Raza,noah.raza@shop.com,UAE,SKU-005,5,$3.24,Marketplace
1130,07/09/2025,Zain Hassan,zain.hassan@hotmail.com,pakistan,SKU-002,3,$12.61,Website
1131,2025/07/21,Noah Yadav,noah.yadav@shop.com,PK,SKU-007,5,0,Marketplace
1132,19/07/2025,Rahul Williams,rahul.williams@marketplace.net,india,SKU-009,one,"""$9,778252472166729""",Website
1133,04-14-2025,Nida Noor,nida.noor@shop.com,PK,SKU-005,4,$3.09,Website
1134,06-05-2025,Priya Smith,priya.smith@mail.com,india,SKU-003,4,"""$5,169458844619911""",Website
1135,08/09/2025,Arjun Akram,arjun.akram @ shop.com,usa,SKU-005,4,3.18,Website
1136,2025-08-04,Olivia Iqbal,olivia.iqbal@eml.com,Pakistan,SKU-009,3,9.13,Website
1137,2025-06-02,Noah Brown,noah.brown@mail.com,UAE,SKU-005,5,$3.43,Marketplace
1138,11/08/2025,Meera Zafar,meera.zafar@@shop.com,Pakistan,SKU-003,3,$5.30,Marketplace
1139,08-14-2025,Hassan Ahmad,hassan.ahmad@hotmail.com,pak,SKU-001,2,$19.61,Marketplace
1140,08-02-2025,Sonia Tariq,sonia.tariq@shop.com,United Arab Emirates,SKU-004,5,8.18,Website
1141,26/09/2025,Noor Sharma,noor.sharma@mail.com,Pakistan,SKU-003,5,$4.63,Website
1142,2025-09-09,Emily  Johnson,emily.johnson@marketplace.net,United States,SKU-001,4,$18.45,Marketplace
1143,2025-09-06,Anil Hassan,anil.hassan@marketplace.net,india,SKU-004,4,$7.43,Marketplace
1144,05-30-2025,Meera Khan,meera.khan@example.com,United States,SKU-009,1,9.81,Marketplace
1145,05-13-2025,Laiba Hassan,laiba.hassan@hotmail.com,pakistan,SKU-007,2,0,Website
1146,09-02-2025,Ava Kumar,ava.kumar@shop.com,PAKISTAN,SKU-009,4,$9.15,Marketplace
1147,2025/08/28,Rahul Brown,rahul.brown@example.com,UAE,SKU-005,2,3.23,Marketplace
1148,06-20-2025,Ahmed Ali,ahmed.ali @ hotmail.com,United States,SKU-006,4,14.36,Website
1149,14/04/2025,Ayesha Johnson,ayesha.johnson@hotmail.com,pak,SKU-007,0,0,Marketplace
1150,2025/04/30,Anil Zafar,anil.zafar@example.com,india,SKU-004,3,"""$7,576258510504005""",Website
1151,2025/06/10,Michael Ali,michael.ali@hotmail.com,pak,SKU-008,5,$20.44,Website
1152,22/06/2025,Nida  Brown,nida.brown@eml.com,UAE,SKU-008,4,$22.17,Marketplace
1153,2025-07-22,Ayesha Ali,ayesha.ali@shop.com,United Arab Emirates,SKU-007,2,$0.00,Marketplace
1154,2025/09/08,Arjun O'Brien,ARJUN.OBRIEN@MAIL.COM,PAKISTAN,SKU-006,4,15.45,Marketplace
1155,04-15-2025,Ahmed Ali,ahmed.ali@mail.com,PK,SKU-002,1,12.36,Website
1156,09-11-2025,Faizan Khan,faizan.khan@mail.com,USA,SKU-010,5,$31.09,Website
1157,17/06/2025,Noah Williams,noah.williams@eml.com,pak,SKU-006,3,$15.42,Marketplace
1158,08-06-2025,Emily Ali,emily.ali@shop.com,PAKISTAN,SKU-001,4,"""$19,088372559952553""",Website
1159,04-24-2025,Sophia Tariq,sophia.tariq@shop.com,United Arab Emirates,SKU-003,1,$4.81,Marketplace
1160,2025-07-29,Sara O'Brien,sara.obrien@shop.com,PAKISTAN,SKU-003,4,$5.47,Marketplace
1161,09-11-2025,Olivia Iqbal,olivia.iqbal@eml.com,PK,SKU-001,1,19.81,Marketplace
1162,2025/06/17,John Sharma,john.sharma@eml.com,USA,SKU-008,3,$22.66,Website
1163,2025-06-11,Zain O'Brien,zain.obrien@hotmail.com,India,SKU-007,2,0,Marketplace
1164,05/25/2025,Laiba Ali,laiba.ali@hotmail.com,UAE,SKU-006,3,$14.07,Marketplace
1165,08/05/2025,Sonia Ali,SONIA.ALI@MAIL.COM,India,SKU-004,2,$7.24,Website
1166,2025/04/17,Emily Iqbal,emily.iqbal@shop.com,pakistan,SKU-010,2,$28.58,Marketplace
1167,2025/04/28,Amna Chen,amna@example,UAE,SKU-009,1,$9.11,Marketplace
1168,2025/09/02,Noah Hassan,noah.hassan@mail.com,UAE,SKU-010,3,"""$29,275664584113485""",Marketplace
1169,2025/06/20,Olivia Gupta,olivia.gupta@hotmail.com,PK,SKU-008,4,$21.29,Marketplace
1170,07-15-2025,Michael Iqbal,michael.iqbal @ example.com,USA,SKU-006,5,13.68,Marketplace
1171,08-21-2025,Omar Johnson,omar.johnson@shop.com,Pakistan,SKU-002,2,$11.64,Website
1172,06-09-2025,Faizan Williams, faizan.williams@eml.com ,UAE,SKU-009,one,10.85,Marketplace
1173,06-19-2025,Ali Johnson,ali.johnson@example.com,UAE,SKU-001,5,$18.85,Marketplace
1174,2025-08-10,Ahmed Davis,ahmed@example,USA,SKU-005,4,$3.24,Marketplace
1175,06-14-2025,Rahul Iqbal,rahul@example,PK,SKU-010,0,28.22,Website
1176,2025/08/26,Omar Raza,omar.raza@mail.com,UAE,SKU-006,1,$14.81,Website
1177,07/12/2025, Omar Kumar ,omar.kumar@shop.com,india,SKU-008,3,20.19,Website
1178,05-08-2025,Arjun Patel,arjun.patel@example.com,USA,SKU-009,3,9.69,Website
1179,09-08-2025,Meera Yadav,meera.yadav@hotmail.com,india,SKU-010,5,30.85,Marketplace
1180,04/24/2025,Laiba Gupta,laiba.gupta@example.com,USA,SKU-005,1,2.96,Website
1181,2025-06-27,Amna Ahmad,amna.ahmad@example.com,india,SKU-004,4,7.5,Marketplace
1182,09-13-2025,Faizan Akram,faizan.akram@eml.com,Pakistan,SKU-006,4,$14.73,Website
1183,2025/09/26,Rahul Noor,rahul.noor@hotmail.com,india,SKU-003,5,5.16,Marketplace
1184,05-25-2025,Ahmed Kumar,ahmed.kumar@shop.com,UAE,SKU-009,4,$10.01,Marketplace
1185,10/05/2025,Faizan O'Brien,faizan.obrien@example.com,India,SKU-009,one,9.66,Website
1186,06-01-2025,Bilal Williams,bilal.williams@example.com,UAE,SKU-004,5,7.18,Marketplace
1187,05-06-2025,Noah Brown,noah.brown@eml.com,pak,SKU-005,5,3.27,Website
1188,2025/05/27,Usman Ahmad,usman.ahmad@eml.com,PAKISTAN,SKU-002,3,"""$12,373298050934563""",Marketplace
1189,2025-05-06,Omar Smith,omar.smith@marketplace.net,Pakistan,SKU-004,one,8.15,Marketplace
1190,13/06/2025,Huda Brown,huda.brown@marketplace.net,USA,SKU-001,2,20.19,Marketplace
1191,09-05-2025,Omar Gupta,omar.gupta@example.com,pak,SKU-010,5,30.44,Marketplace
1192,07-09-2025,Rahul Iqbal,rahul.iqbal@example.com,India,SKU-009,5,$10.10,Marketplace
1193,2025/09/23,Sophia Hassan,sophia.hassan @ hotmail.com,india,SKU-006,3,15.14,Website
1194,2025/08/18,Ali Williams,ali@example,pakistan,SKU-001,1,$19.25,Marketplace
1195,2025/05/18,Sara Kumar,sara.kumar@hotmail.com,USA,SKU-006,4,15.73,Marketplace
1196,2025/09/02,Sophia Khan,SOPHIA.KHAN@MARKETPLACE.NET,india,SKU-003,3,$4.60,Marketplace
1197,05/07/2025,Laiba Smith,laiba.smith@eml.com,PAKISTAN,SKU-001,4,19.44,Website
1198,08-14-2025,Michael Hassan,michael.hassan@shop.com,india,SKU-001,4,$21.78,Website
1199,04/08/2025,Faizan  Chen,faizan.chen@eml.com,India,SKU-002,3,$13.01,Marketplace
1200,27/09/2025,Laiba Raza,laiba.raza@example.com,Pakistan,SKU-006,5,15.13,Website
1201,08/01/2025,Emily Khan,emily.khan@@marketplace.net,India,SKU-010,5,27.77,Website
1202,2025-04-15,Amna Hassan,amna.hassan@example.com,UAE,SKU-009,5,$10.27,Website
1203,05/14/2025,Ali Patel,ali.patel@eml.com,USA,SKU-005,5,3.1,Website
1204,07/16/2025,Rahul Sharma,rahul@example,usa,SKU-002,0,"""$12,853634334560901""",Website
1205,05-23-2025,Priya Ahmad,priya.ahmad@marketplace.net,UAE,SKU-007,1,$0.00,Marketplace
1206,2025-04-25,Huda Patel,huda.patel@marketplace.net,Pakistan,SKU-009,3,$9.47,Marketplace
1207,2025-08-06,Bilal Siddiqui,bilal.siddiqui@mail.com,india,SKU-006,2,"""$14,994796626179726""",Marketplace
1208,07-13-2025,Laiba Ali,laiba.ali@example.com,india,SKU-008,1,$23.53,Marketplace
1209,06/26/2025,Zain Khan,zain.khan@marketplace.net,India,SKU-005,5,$3.37,Website
1210,09-04-2025,Sara Sharma,sara@example,United Arab Emirates,SKU-006,5,14.87,Website
1211,2025-09-24,Arjun Brown,arjun.brown@eml.com,United Arab Emirates,SKU-010,1,29.2,Marketplace
1212,2025-09-27,Priya Williams,priya.williams@mail.com,india,SKU-008,5,$23.21,Website
1213,20/06/2025,Omar O'Brien,omar.obrien@eml.com,pak,SKU-001,5,$18.82,Marketplace
1214,06-16-2025,Zain Tariq,zain.tariq@hotmail.com,United Arab Emirates,SKU-005,2,$3.55,Marketplace
1215,05-08-2025,Hassan Patel,hassan.patel@hotmail.com,USA,SKU-010,4,$32.36,Marketplace
1216,09/19/2025,Ahmed Tariq,ahmed.tariq@hotmail.com,pakistan,SKU-009,5,$10.38,Website
1217,05-22-2025,Emily Siddiqui,emily.siddiqui@hotmail.com,usa,SKU-009,2,9.8,Marketplace
1218,05-18-2025,Ava Yadav,ava.yadav@eml.com,usa,SKU-003,2,$5.43,Marketplace
1218,24/06/2025,Amna Sharma,amna.sharma@shop.com,UAE,SKU-009,2,$10.69,Website
1220,25/04/2025,Huda  Raza,huda.raza@shop.com,pakistan,SKU-003,4,"""$5,326989825276309""",Website
1221,2025/05/01,Ava  Ali,ava.ali@marketplace.net,Pakistan,SKU-005,5,2.93,Website
1222,09-03-2025,Noor Miller,noor.miller@shop.com,UAE,SKU-005,2,$3.07,Website
1223,2025-08-23,Hassan Yadav,hassan.yadav@mail.com,UAE,SKU-010,1,"""$30,142988924008566""",Marketplace
1224,26/07/2025,Noor Khan,noor.khan@shop.com,pak,SKU-002,5,12.47,Marketplace
1225,2025-04-16,Jane Ahmad,jane.ahmad@@hotmail.com,PAKISTAN,SKU-001,5,$18.28,Website
1226,09/22/2025,Anil Siddiqui,anil.siddiqui@hotmail.com,UAE,SKU-007,4,0,Marketplace
1227,29/05/2025,Emily Raza,emily.raza@mail.com,pakistan,SKU-001,3,19.84,Marketplace
1228,2025-09-20,Sara Miller,sara.miller@example.com,PK,SKU-010,1,$28.43,Website
1229,05/07/2025,Laiba Ali,laiba.ali@example.com,PAKISTAN,SKU-004,5,"""$7,228355544553788""",Marketplace
1230,14/07/2025,Jane Ahmad,jane.ahmad@mail.com,PK,SKU-009,3,10.87,Marketplace
1231,2025-06-24,Zain Ali,zain.ali@hotmail.com,pak,SKU-001,4,$20.22,Website
1232,06-25-2025,Ahmed Ahmad,ahmed.ahmad@shop.com,india,SKU-010,one,27.43,Website
1233,08-15-2025,Ava Khan,ava.khan@marketplace.net,United Arab Emirates,SKU-010,4,"""$32,47992850464215""",Marketplace
1234,08/20/2025,Noah Ali, noah.ali@hotmail.com ,Pakistan,SKU-004,4,6.82,Website
1235,30/06/2025,Michael Khan,michael.khan@mail.com,UAE,SKU-006,4,16.4,Marketplace
1236,03/04/2025,Ali Miller,ali.miller@example.com,USA,SKU-001,4,18.54,Website
1237,2025-06-13,Bilal Gupta,bilal.gupta@marketplace.net,usa,SKU-001,4,"""$18,038380170575312""",Marketplace
1238,2025/07/13,Omar Williams,omar.williams@example.com,pakistan,SKU-004,3,$7.97,Marketplace
1239,2025/04/22,Faizan Kumar,faizan.kumar@hotmail.com,UAE,SKU-001,4,$19.50,Website
1240,06/11/2025,Sonia Qureshi,sonia.qureshi@eml.com,pakistan,SKU-004,5,$7.46,Website
1241,08-17-2025,Ava Johnson,ava.johnson@eml.com,United Arab Emirates,SKU-007,3,$0.00,Marketplace
1242,2025-06-23,Sophia Akram,sophia@example,PK,SKU-004,3,7.66,Marketplace
1243,04-22-2025,Laiba Ali,laiba.ali@marketplace.net,UAE,SKU-010,1,$31.62,Website
1244,08/21/2025,Priya O'Brien,priya.obrien @ example.com,PAKISTAN,SKU-008,3,$20.25,Marketplace
1245,2025/05/14,Usman Ahmad,usman.ahmad@shop.com,usa,SKU-005,1,"""$3,396148498622614""",Website
1246,05-05-2025,Nida Ali,nida.ali@shop.com,pak,SKU-002,2,$13.05,Website
1247,07-11-2025,Liam Sharma,liam.sharma@marketplace.net,UAE,SKU-010,3,30.61,Marketplace
1248,2025-08-19,Hassan Qureshi,hassan.qureshi@shop.com,PK,SKU-006,5,14.1,Website
1249,2025/04/19,Huda Khan,HUDA.KHAN@HOTMAIL.COM,PK,SKU-008,3,20.86,Marketplace
1250,09-16-2025,Ayesha Ahmad,ayesha.ahmad@hotmail.com,usa,SKU-006,5,15.28,Website
1251,2025/07/10,Amna Gupta,amna.gupta@shop.com,PK,SKU-002,,"""$11,896845926009139""",Website
1252,2025/06/29, Noor O'Brien ,noor.obrien@example.com,USA,SKU-002,2,$12.12,Website
1253,06/24/2025, Laiba Patel ,laiba.patel @ hotmail.com,Pakistan,SKU-002,2,13.57,Website
1254,2025-09-28,Sophia Noor,sophia.noor@hotmail.com,usa,SKU-010,4,$30.54,Website
1255,07/27/2025,Zain Raza,zain.raza@example.com,pak,SKU-009,3,10.18,Website
1256,05/06/2025,Sophia Kumar,sophia.kumar@hotmail.com,USA,SKU-004,2,$7.31,Marketplace
1257,03/08/2025,Priya Ahmad,priya.ahmad@mail.com,pak,SKU-005,3,3.47,Marketplace
1258,05/28/2025,Zain Khan,zain.khan@marketplace.net,pak,SKU-008,5,19.94,Marketplace
1259,2025-07-18,Amna Singh,amna.singh @ eml.com,USA,SKU-005,3,3.28,Marketplace
1260,2025/09/04, Faizan Kumar ,faizan.kumar@shop.com,USA,SKU-008,1,$23.21,Marketplace
1261,2025-07-15,Sara Brown,sara.brown@shop.com,india,SKU-009,3,$9.57,Website
1262,2025-09-10,Michael Akram,michael.akram@hotmail.com,pakistan,SKU-007,5,0,Marketplace
1263,11/07/2025,Huda Miller,huda.miller@marketplace.net,usa,SKU-002,4,12.84,Website
1264,2025/05/11,Hassan Abbas, hassan.abbas@eml.com ,india,SKU-008,1,20.0,Marketplace
1265,09-08-2025,Omar Khan,omar.khan@hotmail.com,PAKISTAN,SKU-002,3,11.46,Website
1266,18/07/2025,Omar Gupta,omar.gupta@mail.com,United States,SKU-010,4,27.05,Website
1267,04/03/2025,Ahmed Singh,ahmed.singh@shop.com,United States,SKU-007,2,0,Website
1268,07-19-2025,Arjun Khan,arjun.khan@marketplace.net,pak,SKU-004,1,$6.96,Marketplace
1269,2025-06-15,Priya Hassan,priya.hassan@hotmail.com,United Arab Emirates,SKU-001,3,18.81,Website
1270,22/09/2025,Faizan Ali,faizan.ali@hotmail.com,India,SKU-001,3,18.52,Marketplace
1271,08/16/2025,Meera  Hassan,meera.hassan@shop.com,usa,SKU-007,5,$0.00,Marketplace
1272,2025/04/23,Anil Hassan,anil.hassan@mail.com,PK,SKU-010,1,$28.85,Website
1273,05-03-2025,Jane Kumar,jane.kumar @ mail.com,United Arab Emirates,SKU-003,2,$5.00,Marketplace
1274,05-13-2025,Noah Doe,NOAH.DOE@EML.COM,United Arab Emirates,SKU-010,4,$29.72,Marketplace
1275,04/10/2025,Noah Qureshi,noah.qureshi@hotmail.com,usa,SKU-001,4,19.45,Website
1276,2025/04/12,Priya Siddiqui,priya.siddiqui@hotmail.com,USA,SKU-010,5,$31.03,Website
1277,05/08/2025,Anil Yadav,anil.yadav@eml.com,Pakistan,SKU-004,3,$7.86,Marketplace
1278,14/08/2025,Sophia Ali,sophia.ali@example.com,Pakistan,SKU-001,1,$21.03,Marketplace
1279,2025/09/11, Michael Akram ,michael.akram@mail.com,India,SKU-007,3,0,Website
1280,2025-08-28,Omar Iqbal,omar.iqbal@shop.com,PK,SKU-006,3,14.2,Website
1281,23/06/2025,Laiba Patel,laiba.patel@mail.com,pak,SKU-005,1,3.03,Website
1282,2025-05-06,Usman Noor,usman.noor@shop.com,United States,SKU-001,4,"""$20,213703138670457""",Website
1283,2025/09/13,Faizan O'Brien,faizan.obrien@hotmail.com,UAE,SKU-002,3,$13.54,Website
1284,25/05/2025,Olivia Brown,olivia@example,india,SKU-007,4,$0.00,Marketplace
1285,13/08/2025,Michael Smith,michael.smith@hotmail.com,PK,SKU-009,1,$9.55,Website
1286,2025-05-27,Sophia Doe,sophia.doe@shop.com,pak,SKU-006,5,$14.46,Website
1287,05/27/2025,Jane Williams,jane.williams@eml.com,United States,SKU-002,2,11.92,Website
1288,2025/05/19,Usman Miller,usman.miller@mail.com,Pakistan,SKU-006,1,$15.61,Website
1289,2025-06-22,Jane Hassan,jane.hassan@example.com,usa,SKU-006,2,$15.92,Website
1290,2025/07/21,Ava O'Brien,ava.obrien@shop.com,Pakistan,SKU-007,3,$0.00,Website
1291,2025-08-24,Zain Akram,zain.akram@shop.com,india,SKU-003,3,4.63,Marketplace
1292,09-19-2025,Sophia Sharma,sophia.sharma@marketplace.net,United Arab Emirates,SKU-002,3,11.67,Website
1293,06/29/2025,Faizan Akram,faizan.akram@example.com,usa,SKU-007,4,0,Marketplace
1294,06/07/2025,Sophia Johnson,sophia.johnson@mail.com,USA,SKU-001,3,$19.03,Marketplace
1295,07/14/2025,Noah Hassan,noah.hassan@marketplace.net,PK,SKU-003,4,$4.66,Website
1296,07/04/2025,Nida Iqbal,nida.iqbal@example.com,India,SKU-008,3,$19.82,Marketplace
1297,2025-07-24,Ahmed Ali,ahmed.ali@marketplace.net,UAE,SKU-005,5,$3.18,Marketplace
1298,2025/08/12,Faizan Brown,faizan.brown@hotmail.com,USA,SKU-006,4,"""$16,412116611520727""",Website
1299,24/07/2025,Ava Ali,AVA.ALI@SHOP.COM,United Arab Emirates,SKU-001,5,21.19,Website
1300,2025/08/21, Sara Williams ,sara.williams@example.com,PK,SKU-004,2,$8.00,Website
1301,2025-08-23, Noor Zafar ,noor.zafar@hotmail.com,India,SKU-007,2,"""$0""",Website
1302,24/06/2025,Noah Tariq,noah.tariq@hotmail.com,india,SKU-008,one,$21.01,Marketplace
1303,06-22-2025,Nida Davis,nida.davis@shop.com,pak,SKU-002,2,11.59,Marketplace
1304,08/13/2025,Ahmed Khan,ahmed.khan@marketplace.net,India,SKU-006,5,$15.87,Marketplace
1305,06-01-2025,Liam Khan,liam@example,Pakistan,SKU-004,4,7.51,Website
1306,13/09/2025,Olivia Ali,olivia.ali@mail.com,PAKISTAN,SKU-002,4,11.37,Website
1307,09-12-2025,Omar  Khan,omar.khan@@hotmail.com,United States,SKU-003,1,4.72,Marketplace
1308,08/31/2025,Usman Zafar,usman.zafar@hotmail.com,india,SKU-007,1,0,Marketplace
1309,22/09/2025,Hassan Hassan,hassan.hassan@shop.com,PAKISTAN,SKU-005,5,3.42,Marketplace
1310,09-19-2025,Anil Abbas,anil@example,United Arab Emirates,SKU-010,3,$31.35,Marketplace
1311,05-27-2025,Liam Iqbal,liam.iqbal@example.com,United Arab Emirates,SKU-005,5,$3.42,Marketplace
1312,05/20/2025,Omar Williams,omar.williams@eml.com,USA,SKU-008,0,"""$22,591345672068957""",Website
1313,2025-05-17,Noor Kumar,noor.kumar@mail.com,pakistan,SKU-006,5,16.18,Website
1314,2025/09/10, Ali Patel ,ali.patel@shop.com,United States,SKU-010,4,31.7,Website
1315,2025/04/27,Ayesha  Doe,ayesha.doe@shop.com,Pakistan,SKU-009,1,$10.24,Marketplace
1316,2025/05/13,Ahmed  Brown,ahmed.brown@marketplace.net,india,SKU-009,2,9.68,Marketplace
1317,2025-09-15,Michael Khan,michael.khan@mail.com,United Arab Emirates,SKU-001,3,21.07,Website
1318,04/27/2025,Laiba Noor,laiba.noor@hotmail.com,United Arab Emirates,SKU-001,1,$20.64,Website
1319,2025/09/24,Emily Williams,emily.williams@mail.com,India,SKU-004,4,$7.19,Marketplace
1319,06-15-2025,Rahul Hassan,rahul.hassan@hotmail.com,USA,SKU-009,1,10.8,Marketplace
1321,07/22/2025,Ali  Johnson,ali.johnson@hotmail.com,United Arab Emirates,SKU-002,1,$11.27,Website
1322,2025-09-26,Usman Brown,usman.brown@marketplace.net,PAKISTAN,SKU-007,4,0,Website
1323,2025-08-03,Emily Siddiqui,emily.siddiqui@eml.com,United States,SKU-010,3,30.66,Website
1324,09/24/2025, Ahmed Abbas ,ahmed.abbas@hotmail.com,United Arab Emirates,SKU-010,2,32.86,Marketplace
1325,2025-05-13,Faizan Ali,faizan.ali@marketplace.net,India,SKU-010,0,$30.85,Marketplace
1326,2025-08-06,Sonia Abbas,sonia.abbas@hotmail.com,pakistan,SKU-002,5,12.37,Marketplace
1327,14/04/2025,Zain  Ahmad,zain.ahmad@eml.com,UAE,SKU-005,5,3.06,Marketplace
1328,2025-07-05,Meera Sharma,meera.sharma@shop.com,USA,SKU-002,2,$11.26,Marketplace
1329,2025/04/28,Michael Brown,michael.brown@example.com,pakistan,SKU-004,4,7.07,Website
1330,08/02/2025,Rahul Qureshi,rahul.qureshi@marketplace.net,India,SKU-003,1,$5.03,Marketplace
1331,06-27-2025,Huda Qureshi,huda.qureshi@example.com,india,SKU-010,5,$32.28,Website
1332,20/09/2025,Omar Sharma,omar.sharma@shop.com,India,SKU-006,5,$15.40,Marketplace
1333,2025-07-18,Ali Khan,ali.khan @ hotmail.com,Pakistan,SKU-009,5,10.87,Marketplace
1334,2025-07-25,Michael Smith,michael.smith@mail.com,UAE,SKU-005,1,$3.37,Website
1335,2025-04-14,Zain Johnson,zain.johnson@marketplace.net,United Arab Emirates,SKU-005,1,$3.53,Marketplace
1336,2025-05-16,Olivia Yadav,olivia.yadav@mail.com,United Arab Emirates,SKU-006,5,$15.72,Website
1337,06/22/2025,Noor Chen,noor.chen@eml.com,United States,SKU-010,1,28.97,Website
1338,2025/08/16,Bilal Brown,bilal.brown@eml.com,USA,SKU-006,2,15.06,Website
1339,2025/06/28,Sara Iqbal,sara.iqbal@mail.com,india,SKU-009,5,10.64,Website
1340,2025/08/09, Ava Sharma ,ava.sharma@shop.com,USA,SKU-007,3,"""$0""",Marketplace
1341,2025-07-18,Priya Khan,priya.khan@example.com,India,SKU-009,,9.12,Website
1342,2025-08-21,Noah Singh,noah.singh@example.com,United States,SKU-001,3,$18.14,Website
1343,04-19-2025,Nida Siddiqui,nida.siddiqui@marketplace.net,PK,SKU-002,5,11.41,Website
1344,05-07-2025,Sophia Iqbal,sophia.iqbal@marketplace.net,UAE,SKU-001,5,18.87,Marketplace
1345,28/06/2025,Sophia Johnson,sophia.johnson@example.com,India,SKU-003,1,$5.07,Website
1346,2025-06-04,Noor O'Brien,noor.obrien@shop.com,United States,SKU-010,5,"""$29,75766869173018""",Marketplace
1347,07-03-2025,Sonia Tariq,sonia.tariq@example.com,USA,SKU-004,4,7.24,Website
1348,08/03/2025,Sonia Ali,sonia.ali@hotmail.com,Pakistan,SKU-003,3,$5.38,Marketplace
1349,2025-05-25,Ahmed Brown,ahmed.brown@eml.com,United Arab Emirates,SKU-002,1,13.37,Marketplace
1350,05/09/2025,Zain Ali,zain.ali@marketplace.net,india,SKU-005,5,$3.26,Website
1351,11/04/2025,Ali Raza,ali.raza@mail.com,pak,SKU-006,0,$15.78,Marketplace
1352,24/08/2025,Ayesha Ali,ayesha.ali@example.com,Pakistan,SKU-002,5,$12.83,Marketplace
1353,2025/05/06,Amna Gupta,amna.gupta@shop.com,pakistan,SKU-009,3,$9.96,Website
1354,30/08/2025,Priya Abbas,priya.abbas@shop.com,USA,SKU-004,3,$7.83,Marketplace
1355,2025-08-23,Faizan Smith,faizan.smith@mail.com,usa,SKU-010,2,$28.54,Marketplace
1356,08-09-2025,Liam Kumar,liam.kumar@eml.com,pak,SKU-003,4,5.1,Website
1357,09/05/2025,Ava Zafar,ava.zafar@marketplace.net,USA,SKU-001,5,20.73,Website
1358,19/07/2025,Noor Yadav,noor.yadav@mail.com,India,SKU-001,4,$20.08,Website
1359,2025-04-02,Meera Noor,meera.noor@hotmail.com,PK,SKU-003,2,$5.41,Marketplace
1360,09-04-2025,John Noor,john.noor@shop.com,USA,SKU-003,5,4.75,Marketplace
1361,2025-09-16,Sara Siddiqui,sara.siddiqui@mail.com,India,SKU-008,3,22.34,Marketplace
1362,2025-07-21,Huda Raza,huda.raza@shop.com,india,SKU-001,1,21.21,Marketplace
1363,2025-07-22,Ahmed  Sharma,ahmed.sharma@marketplace.net,India,SKU-005,5,2.96,Website
