 order_id ,date,Product,qty,unit_price,TOTAL ,customer_name
ORD56761,"Jun 12, 2024",Widget A,5,11.25,$56.25,Omar Ahmed
ORD26424,"Jul 12, 2024",Widget B,8,19.99, 151.92 ,Maria Lee
ORD91564,2024-08-26,Widget A,7,12.50,"87,50",Sara Iqbal
ORD80597,24/10/2024,Service Plan,7,49.99, 349.93 ,Ayesha Iqbal
ORD22182,"Sep 15, 2024",Gadget X,1,"7,70",$7.70,Zain Hussain
ORD68532,06-23-2024,Gadget X,6, 7.00 ,33.60,Noor Khan
ORD85142,12-30-2024,Widget A,5,"12,50", 65.62 ,Sara Reyes
ORD55016,2024-06-15,Service Plan,4,54.99,"219,96",Zain Iqbal
ORD86856,2024-07-17,Widget B,4,21,87.96,Fatima Iqbal
ORD75202,10/07/2024,Service Plan,1, 49.99 ,"49,99",Hassan Chen
ORD65854,30/07/2024,SERVICE PLAN,2, 54.99 , 109.98 ,Zain Reyes
ORD62191,10-07-2024,WIDGET B,8, 19.99 ,159,Omar Patel
ORD51099,12-21-2024,Gadget X,5,"7,00", 35.00 ,Hassan Chen
ORD98465,"Jul 31, 2024",Widget B,9,"21,99","197,90",Ali Chen
ORD77069,"Nov 25, 2024",Gadget X, 9 ,7,"63,00",Ayesha Reyes
ORD85198,2024-06-27,Gadget X,10,7, 84.00 ,Maria Garcia
ORD15578,04-Sep-24,Gadget Y,9,"4,94", 44.47 ,Maria Smith
ORD69973,12/07/2024,GADGET Y,10,$6.04, 48.31 ,Ali Hussain
ORD42682,28/07/2024,Gadget X,1, 7.00 , 7.35 ,Ayesha Hussain
ORD36635,11-15-2024,Gadget X,10,7, 70.00 ,Maria Iqbal
ORD99030,"Jun 23, 2024",Service Plan,4,"49,99",$199.96,Noor Smith
ORD96201,"Sep 25, 2024",Service Plan,3, 49.99 ,$149.97,Sara Garcia
ORD42785,14-Jul-24,Gadget X,10,7,70,Zain Garcia
ORD77643,2024-08-04,Service Plan,1,49,49.99,Ayesha Smith
ORD59567,2024-10-27,Service Plan,10,"49,99",499,Hassan Hussain
ORD92999,08-31-2024,Widget A,7,$12.50,87.50,Noor Lee
ORD43649,06-07-2024,Gadget X,8,7.70,"61,60",Omar Iqbal
ORD30035,"Aug 31, 2024",Widget B,1,19, 19.99 ,Ali Garcia
ORD72038,22-Dec-24,SERVICE PLAN,4,"44,99",170.97,Ayesha Patel
ORD91954,08-15-2024,Service Plan,1, 49.99 ,52,Sara Chen
ORD71987,2024-07-06,Widget B,4,$19.99,79,Noor Chen
ORD84426,2024-06-26,Gadget Y,7, 5.49 ,"30,74",Noor Lee
ORD98846,07-25-2024,Widget B,6,"19,99",119,Noor Lee
ORD42833,"Jun 20, 2024",Widget A,4, 12.50 ,50,Noor Iqbal
ORD25396,07-02-2024,Widget B,1,"19,99",19.99,John Chen
ORD91252,"Jun 06, 2024",Gadget Y,4,6.04,"24,16",John Chen
ORD86057,2024-07-29,Gadget Y,10,$5.49,54.90,Ali Hussain
ORD66470,2024-12-13,Service Plan,10, 49.99 ,"499,90",Omar Chen
ORD95377,18/10/2024,Gadget X,8,7.00,"56,00",John Khan
ORD73639,06-02-2024,Widget B,3,$19.99,59.97,Ayesha Khan
ORD71622,2024-09-18,Widget A,9,$12.50,118.12,Hassan Lee
ORD57063,"Jun 13, 2024",Widget B,4,21,"87,96",Fatima Garcia
ORD72043,2024-07-31,Service Plan,10,54.99,$549.89,Ali Iqbal
ORD92439,24/12/2024,Gadget Y, 8 , 5.49 ,"43,92",Hassan Garcia
ORD65265,20-Dec-24,Widget A,8, 12.50 ,"100,00",Maria Lee
ORD55517,10/09/2024,Service Plan,4,$49.99, 199.96 ,Noor Lee
ORD93680,07-29-2024,Widget B,4, 19.99 ,79.96,Ali Khan
ORD13781,"Oct 26, 2024",Widget B,9,21.99,"197,90",Fatima Lee
ORD26453,16-Jun-24,Gadget Y,4,"5,49","21,96",Sara Khan
ORD43920,12-02-2024,GADGET X,6,$7.00,44,Ayesha Khan
ORD87596,"Jun 01, 2024",Widget A,8,"13,75",110.00,John Garcia
ORD61557,13/12/2024,Widget B,3,19, 59.97 ,Maria Reyes
ORD77671,12-Jun-24,Widget B,10,17.99,$179.91,Ali Smith
ORD19340,2024-07-29,Widget B,7,19.99,139,Hassan Chen
ORD85025,11-13-2024,Widget B, 1 ,"17,99", 18.89 ,Omar Ahmed
ORD16343,2024-10-14,Gadget X,9,7, 50.40 ,Hassan Khan
ORD15851,27-Sep-24,Widget B,8,17.99, 143.93 ,Maria Smith
ORD47845,"Sep 14, 2024",Widget B,1,"17,99",17,Hassan Garcia
ORD24483,31/07/2024,Gadget X,10,"6,30", 63.00 ,Maria Patel
ORD90842,21/12/2024,Widget B,2,$21.99,$43.98,John Khan
ORD70077,29/10/2024,Gadget X,8,7, 56.00 ,Maria Lee
ORD60140,2024-09-07,Service Plan,10,$54.99,549,Ayesha Iqbal
ORD63544,26-Aug-24,Gadget X,1,7,$7.00,Noor Ahmed
ORD36303,2024-06-05,Gadget X,4,7.00,26.60,Maria Hussain  
ORD72048,"Nov 09, 2024",Service Plan,3,49,"149,97",Sara Chen
ORD44801,09-Jul-24,Service Plan,5,44.99,224.95,Omar Chen
ORD96832,11-09-2024,Gadget Y,10,$4.94, 49.41 ,Maria Patel
ORD77691,"Dec 14, 2024",Widget B,4,19.99,"79,96",Omar Smith
ORD72196,07-Jul-24,Widget A,9,"12,50",$112.50,Maria Hussain
ORD11923,"Sep 10, 2024",Gadget Y,7,"5,49",$30.74,Ali Patel
ORD36800,10-Nov-24,Gadget X,9,$7.70,$69.30,Noor Hussain
ORD11832,30-Jul-24,Service Plan,10, 44.99 ,"449,91",Hassan Ahmed
ORD72223,08-15-2024,WIDGET A,10,$12.50,100,Sara Patel
ORD68858,13/10/2024,Gadget Y,6,"4,94",$35.58,Ayesha Smith  
ORD33813,09-29-2024,Widget A,4,"12,50","50,00",Sara Khan
ORD21444,12/06/2024,Service Plan, 1 ,49, 49.99 ,Zain Iqbal
ORD72799,03/07/2024,Service Plan,3,$44.99, 134.97 ,Ayesha Reyes
ORD32239,07-Jun-24,Gadget Y,1,6,"6,04",Fatima Iqbal
ORD89176,"Sep 05, 2024",Gadget Y,6,6,36,Ayesha Lee
ORD43276,09-28-2024,Widget B,5, 19.99 ,79.96,Ali Chen
ORD93277,10-15-2024,Service Plan,7,"49,99","349,93",Sara Lee
ORD31480,16-Jun-24,Gadget Y,7, 6.04 , 42.27 ,Omar Chen
