 order_id ,date,Product,qty,unit_price,TOTAL ,customer_name
ORD39215,"Oct 11, 2024",Gadget Y, 6 , 5.49 ,$32.94,Fatima Smith
ORD46806,2024-07-25,Widget B,3,$19.99,"59,97",Sara Reyes
ORD87436,12/07/2024,Gadget Y, 1 , 5.49 , 5.22 ,Hassan Khan
ORD77717,09-12-2024,Service Plan,10,49.99, 499.90 ,Fatima Reyes
ORD88753,07-07-2024,Service Plan,3,$44.99,"134,97",Fatima Patel
ORD60523,04-Jul-24,Widget A,1,12, 12.50 ,Sara Smith
ORD15116,18-Dec-24,Service Plan,9, 49.99 ,427,Zain Iqbal  
ORD79444,18-Sep-24,Widget B,8,21.99,"175,91",Fatima Lee
ORD88419,18-Oct-24,Gadget Y,5, 5.49 ,21.96,Omar Lee
ORD57483,28-Jun-24,Widget B,7,17, 125.94 ,John Iqbal
ORD83080,10-02-2024,Widget B,6,"17,99",107,Hassan Ahmed
ORD31206,26-Jun-24,Widget B,9, 21.99 ,197.90,Hassan Iqbal  
ORD21939,2024-12-28,Widget B,8,"17,99",143.93,Noor Khan
ORD62513,"Nov 05, 2024",SERVICE PLAN, 5 ,44, 213.71 ,John Lee
ORD77608,11-26-2024,Widget B,10,$19.99,$199.90,Sara Garcia
ORD61792,2024-09-12,Service Plan,4, 44.99 , 143.97 ,Noor Hussain
ORD39661,11-03-2024,Widget B,8,$21.99,175.91,Zain Ahmed
ORD25336,23-Dec-24,Service Plan,5,"44,99",224,Noor Reyes
ORD70142,11-22-2024,Gadget Y,10,5.49,$54.90,Ayesha Hussain
ORD80208,2024-06-03,Gadget X,4, 7.00 ,29,Maria Hussain
ORD33957,09/12/2024,Widget B,8,"19,99",$159.92,Ayesha Patel
ORD25712,21-Jun-24,Gadget Y,10,5.49,"54,90",Noor Hussain
ORD85303,10/08/2024,Gadget Y,3, 4.94 , 14.82 ,Omar Reyes  
ORD55519,"Sep 09, 2024",Widget B,8,"19,99",159.92,Ayesha Iqbal
ORD90318,"Aug 06, 2024",Widget B,9, 19.99 ,$179.91,Fatima Iqbal
ORD58799,02-Sep-24,Gadget Y,5,$6.04,"28,69",Ayesha Chen
ORD29116,22/12/2024,Widget B,8, 19.99 ,"191,90",Fatima Garcia
ORD16253,09-10-2024,Widget A,3,12,37.50,Fatima Hussain
ORD83071,12-25-2024,Gadget X,6, 7.00 , 42.00 ,Zain Smith
